Month,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
08/01/2018 20:00,0.212612158,0.285337102,0.007380337,0.026341141,1.490691608,2.249280418,0.01023898,0.001853815,0.571830179,0.571112246
08/01/2018 21:00,0.27397707,0.563295749,0.005013243,0.03144311,1.684692809,2.525667291,0.010480293,0.002232802,0.789814739,0.504455538
08/01/2018 22:00,0.213910082,0.70562838,0.010493156,0.025383091,1.433454674,2.065321854,0.016287206,0.00181197,0.455740004,0.45056806
08/01/2018 23:00,0.19519965,0.553499496,0.008599406,0.02616442,1.249040864,1.558323092,0.009369801,0.00153911,0.447904974,0.456315582
09/01/2018 00:00,0.229801748,0.470341226,0.005875109,0.023364458,1.197581767,1.812867368,0.013665705,0.008198258,1.015065602,0.430032043
09/01/2018 01:00,0.329388633,0.597100425,0.002279427,0.028406419,1.09783519,1.721025351,0.015374782,0.007613737,0.229484993,0.46302958
09/01/2018 02:00,0.258903126,0.579903194,0.002192683,0.028916131,1.489136743,1.865918531,0.00985249,0.008847341,0.263906188,0.426268944
09/01/2018 03:00,0.163515715,0.325129056,0.00231351,0.023273017,2.036549995,1.731460575,0.012694401,0.000501978,0.231575135,0.495016539
09/01/2018 04:00,0.252321681,0.997462634,0.00315651,0.0228931,1.845782606,1.203503803,0.007316238,0.000398326,0.216103208,0.428183444
09/01/2018 05:00,0.178832628,1.031178265,0.001863955,0.023649592,1.541695885,1.124207615,0.007203522,0.000319454,0.180535419,0.443352511
09/01/2018 06:00,0.188466798,1.278869073,0.001803469,0.023016242,1.356611948,1.180451462,0.007157252,0.003069847,0.181605559,0.417709824
09/01/2018 07:00,0.095167649,1.140325938,0.00966549,0.027553997,1.609462391,1.266794427,0.009412718,0.005795193,0.210571716,0.463225659
09/01/2018 08:00,0.11831241,0.229646394,0.001388788,0.014263116,1.643501241,1.310748049,0.007408421,0.002870749,0.204428984,0.47032158
09/01/2018 09:00,0.127487134,0.326270681,0.001146525,0.025738173,1.559920911,1.424393826,0.007230319,0.000320637,0.180310164,0.497870593
09/01/2018 10:00,0.138165595,0.14996723,0.00567947,0.032511226,1.71157065,1.537610241,0.013732925,0.011304292,0.189204296,0.450771679
09/01/2018 11:00,0.120585131,0.162104008,0.002024751,0.026173644,1.724117609,1.525951467,0.007387048,0.000307127,0.170221625,0.444538836
09/01/2018 12:00,0.140889237,0.159613144,0.001640339,0.023113222,2.018204927,1.302332452,0.007319496,0.00321727,0.102932186,0.477868761
