Days,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26
31/10/2018 05:00,417.6092843,287.8597819,2163.749652,1345.657826,742.260563,1730.935639,1639.161917,1946.984497,253.2863873,102.3981009,252.2485531,615.5629744
31/10/2018 06:00,368.444579,224.2522276,2103.837865,1473.286612,804.5992601,1069.370154,1752.759641,1609.302599,265.6590111,107.0700301,225.0124624,699.7613123
31/10/2018 07:00,305.3341797,190.3486187,1293.163918,1267.56624,633.4681747,1041.288711,1466.016811,1613.31681,274.0307702,130.9173629,226.2358954,621.7845371
31/10/2018 08:00,234.0899741,292.3342892,1168.0339,1194.38749,724.3497553,1039.660563,1626.158747,1676.786799,249.4191462,78.01085869,175.7823846,645.3550232
31/10/2018 09:00,249.7598253,179.5521436,1148.275151,1451.329947,804.0069168,1335.514014,1639.377343,2453.552577,136.0353784,74.82542571,220.8219031,636.8279689
31/10/2018 10:00,166.1624457,160.0669576,1409.918427,1392.885518,802.5341361,1477.316817,1876.996289,2456.912448,148.7566391,96.31461586,303.0254001,646.5603967
31/10/2018 11:00,299.4837847,228.8556244,1733.879524,1396.006821,1114.849998,1308.45691,1920.627447,2170.283533,179.6022092,84.51138243,304.5164523,613.2547963
31/10/2018 12:00,216.292951,109.2974848,1456.486222,1082.245745,942.0719798,975.8322049,1409.020391,1918.090572,216.5758505,113.2247548,540.1764482,381.9840316
31/10/2018 13:00,143.3786478,429.0627146,1290.965413,1438.794306,1269.005596,822.712863,1368.352291,1808.291089,166.76277,176.9366066,777.2957606,327.6590641
31/10/2018 14:00,318.7184907,504.1292182,1744.687309,1474.539047,1153.643314,1121.532343,1495.532739,2348.883064,187.0958251,162.9593595,607.8801801,404.589715
31/10/2018 15:00,238.4416234,492.6872307,1770.954002,1703.944389,1179.379165,1114.358868,1688.990327,2903.350568,437.4572013,130.6587115,865.4412586,359.7502377
31/10/2018 16:00,328.095197,471.2391845,1520.950577,1353.29139,1272.615522,1126.472467,1782.808154,3293.194958,278.3933375,88.56834696,833.8434367,338.4778839
31/10/2018 17:00,406.6029285,720.6840814,1679.47394,1581.790717,836.3660804,1870.565922,1783.889834,2595.258046,290.5496644,80.47603225,864.9705707,209.1967755
31/10/2018 18:00,358.892095,682.2141557,1684.08731,1665.689725,940.3055833,1866.981341,1279.221959,2701.842792,298.3657804,133.0804264,793.3273793,203.9434089
31/10/2018 19:00,316.0244175,835.2768698,1857.16424,1969.143194,906.3032523,1429.529718,1607.816829,2412.909814,376.3889573,248.4499744,806.4345906,421.4629786
31/10/2018 20:00,386.0686216,699.6753894,1257.35204,1742.894119,798.8783733,1150.305799,1451.695194,1980.258822,478.2920881,248.7801061,755.225044,437.3386475
31/10/2018 21:00,504.7587278,838.1258052,1506.140195,2363.369783,775.1634681,999.6678406,1371.375364,1910.10033,324.6447613,139.4434655,725.1227152,457.5609138
31/10/2018 22:00,367.4601219,686.0623825,1551.756552,2111.141702,873.9045035,887.310871,1465.903682,1904.76314,303.4549452,105.4897402,710.640202,398.3672586
31/10/2018 23:00,302.0270013,456.1660379,1738.814707,1503.615415,753.0824225,885.3882285,1402.340646,1679.406711,345.2280491,146.6588843,696.3767804,452.6776341
01/11/2018 00:00,304.839412,572.9075697,1326.167152,2027.413586,945.4784076,932.1736862,1558.996459,1834.427383,396.3649159,128.3276962,802.0678096,462.5676687
01/11/2018 01:00,356.290413,343.5446913,1523.220536,1447.434049,998.4601768,916.2630442,1460.264815,2614.241419,312.6350204,86.15485083,913.7339478,437.1553708
01/11/2018 02:00,204.2159303,443.1084317,1461.693374,1395.344414,713.9229603,612.9080106,1357.180192,3305.947302,385.9922365,131.6286011,829.589257,409.094839
01/11/2018 03:00,200.49499,658.8865084,1518.507857,1827.018081,663.0592735,661.7332076,1555.956415,2622.202989,306.721269,140.4718787,886.6001724,394.2000547
01/11/2018 04:00,621.5102823,833.0846492,2321.684236,2378.897293,945.8697914,861.6819682,1291.904566,1647.67421,244.6354208,172.7017392,870.5955532,505.7275362
01/11/2018 05:00,212.909659,1032.483839,1172.87221,2197.666448,836.4720828,790.4128448,1374.401854,1573.423413,274.4172432,69.27033893,974.3711827,495.2542784
01/11/2018 06:00,203.1274168,999.8578357,956.3611679,2457.819111,791.0323046,782.3224168,1195.519813,1593.710621,135.91585,66.32340654,1160.724134,608.5078236
01/11/2018 07:00,198.6010787,961.9644112,983.5554847,2412.998184,775.3008623,628.3214041,885.2164252,1836.513016,175.5340624,85.77632328,1141.612801,419.4461989
01/11/2018 08:00,708.6286557,694.0654151,1672.760524,2131.00161,485.9576386,787.8056161,1207.709113,1885.171089,191.8337991,119.2161469,1012.975838,591.8975062
01/11/2018 09:00,203.8881602,576.294317,952.2248492,1999.978777,483.8147661,819.9814842,1162.440141,1848.789114,102.6364773,89.5637098,841.074788,457.1856848
01/11/2018 10:00,290.3414732,501.477132,1708.592685,1678.236307,519.8751091,1231.037798,1239.329427,2242.731958,132.2203095,97.69394688,710.7833799,139.832882
01/11/2018 11:00,303.3848197,541.9219046,1333.663209,1611.925651,523.7151664,1131.006103,1223.846779,1973.736721,106.9045222,80.15419864,747.1338395,150.2553191
01/11/2018 12:00,352.1524285,506.6223978,1361.112949,2033.041308,506.6811663,1228.034144,1820.952402,1640.678493,194.4178024,82.98154071,637.7301271,149.159154
01/11/2018 13:00,367.5752463,430.7183533,1190.178642,1631.946567,544.5190457,877.7360755,1516.442234,1981.820994,112.3911177,74.79650407,641.8817175,114.7324339
01/11/2018 14:00,411.4083275,386.1379258,1525.808434,1434.892151,644.6926116,1854.636818,2209.17235,2279.737606,165.7031174,77.16747275,910.7089286,186.2798318
01/11/2018 15:00,427.1686321,870.154483,1872.240835,2159.647681,657.8098907,1552.520068,1635.80191,2379.287326,285.6389225,80.21351359,649.7121002,138.0098062
01/11/2018 16:00,304.0959505,1416.102796,1982.694488,2755.096069,797.4922453,1697.291256,2181.960191,1873.240678,291.1418268,92.7929294,479.7056777,138.9203659
01/11/2018 17:00,618.6739654,785.1755219,2186.076417,2429.023623,1010.754408,2139.413982,2614.147669,1789.613501,207.1178865,107.0753499,301.4266944,143.6154962
01/11/2018 18:00,668.6510972,807.0399212,2210.847193,2393.871737,979.7149912,2116.257495,2533.936776,1879.531178,466.1233413,78.94565317,277.9084766,101.7833102
01/11/2018 19:00,632.6492627,1153.847043,1986.508977,2541.073277,1059.135886,1540.008609,1960.170137,1878.880234,243.4331993,66.31017324,277.6008887,132.6668216
01/11/2018 20:00,661.2091631,812.2785732,2595.165638,2283.183961,977.6936274,1683.846862,1947.678189,1876.746042,268.2667433,213.7795528,250.2000088,159.4405507
01/11/2018 21:00,895.0011752,1008.512912,1540.119245,2407.834765,840.6419807,1160.860483,1819.146145,1568.443276,220.0129312,164.2347832,223.1385533,157.3372453
01/11/2018 22:00,919.0187893,723.9078994,1812.722974,2413.597796,726.2809377,1346.387636,2442.180143,1689.757492,345.2094624,181.8436899,289.9871222,148.9702319
01/11/2018 23:00,979.006525,823.8831775,1612.671535,2317.464891,681.3152173,1397.126427,2075.30809,1381.279593,334.6997591,127.8402772,320.6463994,102.3495383
02/11/2018 00:00,839.8137101,531.3737949,1568.910105,2274.693686,574.9367222,1234.503271,1648.429171,1144.253832,292.0119474,117.1478291,617.0766003,136.5869241
02/11/2018 01:00,880.2167844,494.4162706,1617.710543,2449.063328,753.748317,1828.45592,1335.484809,1351.210381,324.1205915,130.0149836,715.663392,200.1348857
02/11/2018 02:00,812.3200711,527.0376608,2437.675436,1961.163679,661.6783006,1818.576766,1175.179779,1331.585985,353.1930572,341.3843137,623.4638489,166.5109217
02/11/2018 03:00,1256.909387,726.8667043,2326.929342,2397.104778,704.7400342,1866.175993,1861.915504,1103.453909,377.4812784,210.4979836,808.7187428,154.5363052
02/11/2018 04:00,864.5976743,573.4088816,2097.102731,2050.489774,742.0902149,1228.337371,1534.138433,853.1197826,308.1163507,113.9012335,816.6906367,211.9656982
02/11/2018 05:00,476.8652664,817.2612238,1729.935464,2216.403849,919.1484936,1278.419702,1976.331936,1049.984888,298.5377366,139.6915133,717.5095094,147.9224874
02/11/2018 06:00,489.2750554,682.2708654,1768.815022,1939.067019,612.9103705,1320.437269,1808.429595,1238.717378,459.7278949,111.2189617,786.9487771,278.1894921
02/11/2018 07:00,394.3743552,632.918151,1811.998293,1938.757643,933.1311153,1561.888584,1864.398462,1390.340619,302.4467287,263.6685058,612.4290496,222.3396158
02/11/2018 08:00,251.6300948,875.2296112,1892.718545,2478.916337,772.9570104,1309.22113,1847.299002,1571.042509,341.6433857,230.0169814,504.4979011,155.4525698
02/11/2018 09:00,257.357716,775.2441656,2034.546651,1924.896135,575.0985159,1795.31702,1949.638926,1096.062338,202.444882,138.696437,526.181569,219.2042578
02/11/2018 10:00,246.3036269,468.304824,2403.781086,2571.4362,675.0153835,1882.330894,2285.936997,1159.585825,462.9925233,84.06650937,396.8338563,177.2935419
02/11/2018 11:00,263.237355,549.9823831,2745.090796,2195.753395,695.9148432,1976.521035,2766.463401,848.102834,522.5046498,102.6586163,450.4981183,182.6079746
02/11/2018 12:00,208.7642769,674.1144512,2295.38152,2067.337577,676.8419503,1184.924588,1800.967769,1001.055689,457.435366,116.4133311,422.1411329,194.3918844
02/11/2018 13:00,225.0725849,899.4311863,1439.932814,2079.941767,613.9267677,1742.863741,2543.36164,1254.665557,364.9276522,130.0757231,518.4184108,181.3889654
02/11/2018 14:00,275.7505967,750.45027,1159.918124,1869.9344,855.9332334,1611.670801,2851.846222,1516.853921,320.8863196,98.14545027,684.9353076,201.6949915
02/11/2018 15:00,395.1625944,565.9873343,1356.762608,1419.56944,657.0744008,2063.520771,3134.573969,1123.730878,673.3326711,106.1483576,709.6322695,224.7004174
02/11/2018 16:00,401.4783642,735.5558344,1427.468837,1723.778857,569.782552,1669.166647,2577.774624,1194.969519,337.0448585,156.944229,996.5327783,235.1111972
02/11/2018 17:00,550.4016015,785.6705015,1835.719034,1886.785501,648.768211,2420.451756,2864.779585,1155.611533,453.3914263,186.5760377,3277.625628,303.003841
02/11/2018 18:00,602.9077033,590.0711034,1723.33728,1901.907102,898.1316063,2102.675813,2524.054077,1333.297885,281.9665149,229.7554162,3392.873116,220.2690288
02/11/2018 19:00,465.5013311,722.9508595,1797.37633,1981.238525,683.4212998,1382.205354,1835.6227,1179.881374,205.7916722,159.5829581,3571.110385,220.8650827
02/11/2018 20:00,410.8373468,465.0152622,1546.763681,1727.275567,630.1701027,1464.965133,2150.270055,1063.85861,175.6912945,88.5220842,3479.509245,192.4070835
02/11/2018 21:00,798.400984,366.8011077,1972.672037,2527.360065,518.5999435,1761.893899,2510.45227,803.5135179,201.6038,109.5678249,4188.285552,221.9048081
02/11/2018 22:00,502.4985697,391.1258583,1654.739755,1679.490677,503.1896296,1791.288532,2446.11468,812.6843991,210.2105609,59.36835042,3784.772988,256.9814545
02/11/2018 23:00,447.0086152,311.6540875,1662.001664,1185.084398,481.7230171,1696.895226,2117.895725,811.6890144,255.9323262,70.09362359,2270.872938,266.9802577
03/11/2018 00:00,731.8598223,427.2920821,1895.05987,1666.34126,495.7440485,1341.202541,1918.341135,763.0717402,323.7818299,98.9289035,2769.446173,167.9272226
03/11/2018 01:00,687.8814026,476.5975635,2266.259714,1878.440059,565.0303627,1736.182344,1887.527213,724.181824,435.7413925,380.0148523,1871.815873,255.8657226
03/11/2018 02:00,699.9628762,557.8657971,1932.647846,1800.515515,666.4172457,1404.734238,1939.430614,933.0243663,356.6296369,142.8462526,1698.101049,184.3951334
03/11/2018 03:00,765.2735119,504.9014042,2678.095856,1317.595947,627.5594254,1219.303663,1775.297388,812.7242877,306.1118017,169.6944652,1519.608517,194.1626823
03/11/2018 04:00,712.6051529,875.9933179,2319.533561,1710.238461,590.3317124,1090.689938,1636.777453,1119.091763,372.0713957,107.3035104,1053.013037,189.8554784
03/11/2018 05:00,402.8810148,503.9061189,2074.735377,1994.354065,627.7432395,1608.319413,1923.365158,1307.654046,384.9730268,198.9254627,844.5408109,225.7424591
03/11/2018 06:00,657.455098,810.8329437,1836.638572,1898.115729,738.6670946,1447.953974,1683.887674,1646.418619,428.6585802,187.620936,870.5787502,283.5314662
03/11/2018 07:00,611.1024702,690.6976976,1528.041284,1499.194396,735.1076019,1560.318585,2276.84518,1034.033623,400.0569071,146.6821915,626.079802,207.0734234
03/11/2018 08:00,802.371698,508.3091979,1628.165347,1431.600685,646.3852313,1022.912328,1563.590397,1111.299829,289.4794842,218.4538797,553.5578094,286.2688423
03/11/2018 09:00,742.7600338,732.5049581,1447.028081,1662.701026,761.5696906,988.5885196,1261.378895,1481.948582,338.0669324,312.1889099,504.4404665,253.0599969
03/11/2018 10:00,409.9335625,717.4990729,1327.717446,1676.569966,804.1674015,827.9588767,851.8169474,1570.745026,442.3621286,154.2471279,431.391744,205.9718894
03/11/2018 11:00,425.1441147,861.7208498,1305.028324,2094.240419,811.4952667,937.5635759,984.8370243,1519.525186,374.9850066,71.25674108,324.4400224,206.3463611
03/11/2018 12:00,501.9906325,932.2401661,1307.92026,2075.681443,704.398031,750.8804755,1230.629202,1272.748901,349.7689484,81.36022959,428.7591832,260.1905141
03/11/2018 13:00,941.8591335,859.4393394,1654.250259,1631.48097,597.5304893,855.4444221,1102.867675,1335.017639,351.2903086,78.70966712,454.6375327,295.4306859
03/11/2018 14:00,966.0264407,720.8306633,1833.466348,1347.311995,600.1405796,1377.799407,1151.808376,1028.068944,350.27261,110.7777427,494.4160397,323.0360575
03/11/2018 15:00,638.8244315,992.3117661,1942.798543,2031.352527,644.7784431,1823.885055,1851.202192,1167.378922,361.7174725,99.42694365,740.9137581,301.7668876
03/11/2018 16:00,332.1734763,1100.936242,1264.929326,1942.516102,649.2565519,1333.82997,1494.241905,1246.345038,430.5832453,132.9988699,611.2505519,163.9413759
03/11/2018 17:00,410.1949692,965.1020829,1499.768277,2110.227735,784.0207497,1724.18711,2170.171984,1351.942179,360.7339061,102.2469519,498.1963514,264.7116132
03/11/2018 18:00,238.1382763,1031.885696,1251.801167,1873.016404,736.9423584,1730.419691,2500.359662,1265.65765,315.7785994,175.6201155,426.1819989,253.1291862
03/11/2018 19:00,234.7966712,1180.113555,2305.0775,1995.714096,852.4969634,1657.607014,2232.2358,938.5465749,232.826049,131.0135598,254.9753368,230.4451816
03/11/2018 20:00,230.8913584,1352.230976,1930.791243,2399.279712,752.3887875,1788.339379,2274.107163,984.9901806,258.9979485,148.2931054,254.5831661,190.2465933
03/11/2018 21:00,366.8611643,1460.889914,1162.068189,2223.092803,746.4642187,1245.68722,2060.717737,1216.660158,332.7802541,129.687285,191.1472733,186.1466175
03/11/2018 22:00,238.2181706,1381.922414,989.4104207,2415.647599,681.6540995,1009.105604,1448.77487,1381.812836,416.1925122,186.8588175,214.4183329,160.617229
03/11/2018 23:00,167.9681218,1227.849708,1173.694509,2240.36741,677.0929829,902.6370071,1076.624056,1345.577197,471.9921893,279.5081435,257.5006735,168.5771926
04/11/2018 00:00,225.2003308,715.3915564,935.6896012,1609.227873,804.2776702,819.9896805,956.1861978,1219.605934,357.6032248,190.7183206,433.5179496,158.6410264
04/11/2018 01:00,174.2006257,1117.546024,787.863183,2165.261867,710.9489057,801.056537,974.9191859,1095.563802,416.8410919,139.7937972,368.9073976,199.1303159
04/11/2018 02:00,119.6104579,905.8566423,697.6849,2000.731652,650.2294528,845.4556851,846.3104723,1418.468132,382.9397399,95.01148749,559.5552826,136.5882573
04/11/2018 03:00,196.0345544,1035.199746,810.2070249,2209.487816,901.0082886,760.1957061,752.6715792,1475.139186,595.2034855,135.5466284,770.2018322,201.0041739
04/11/2018 04:00,241.6956054,851.7727855,861.6151913,1663.133524,760.5821396,736.6410115,802.0842861,1088.954183,289.3121174,122.7505709,817.488644,176.3531436
04/11/2018 05:00,187.7446752,865.0012491,1036.666338,2137.093776,623.9510782,920.7961135,916.0016155,1064.87776,312.818605,225.4727572,779.8129617,178.192432
04/11/2018 06:00,372.3880909,1095.763562,1108.654362,2213.922131,516.2697896,1021.089948,978.7325319,990.305614,485.9806072,187.3268452,770.6569067,179.6711147
04/11/2018 07:00,393.6247331,932.1851899,1138.621818,2259.615665,495.3200823,1053.303119,1100.489487,948.0958106,360.2796486,147.2040866,860.8582862,230.48467
04/11/2018 08:00,185.4401653,950.8167522,664.2572975,1985.614919,330.6719118,1030.758431,1087.563374,842.8284445,328.3118762,155.3801674,854.7073463,141.0352063
04/11/2018 09:00,173.6731133,969.6845721,741.0275612,1991.81184,361.0553383,801.5976553,1075.262251,886.077837,460.8197334,130.5416254,869.3272588,207.2320808
04/11/2018 10:00,193.8008048,972.3105406,860.7516134,2469.235876,594.4835117,1130.963773,1158.188259,934.1349272,350.4873257,128.2137672,758.9827823,132.3762193
04/11/2018 11:00,160.3005033,858.669961,942.078334,2240.583759,506.0907006,1343.895193,1350.166154,776.7991673,324.0665369,111.3055423,756.4188471,148.8981908
04/11/2018 12:00,149.0317224,988.8324995,1000.886099,2371.67509,424.5068296,1448.882147,1276.727656,882.7910448,367.3732291,261.769079,912.7845802,175.9246251
04/11/2018 13:00,171.8742871,1050.382828,1465.774346,2394.227234,586.8820262,1544.66997,1344.88447,1026.903402,464.3772762,407.2086941,1079.389509,209.463968
04/11/2018 14:00,366.6798099,905.4816618,1108.861511,1888.761553,502.3406572,1299.268069,1342.157332,816.2347488,398.9226871,117.4024651,1222.321043,167.7686661
04/11/2018 15:00,318.3818413,836.9618774,1342.434728,2015.043604,329.6938609,1230.046713,1437.65352,735.9072824,559.4489618,122.9746625,1131.994456,173.7481062
04/11/2018 16:00,235.7637845,992.9466727,1688.729644,2187.338414,502.3676851,1193.934565,1499.785416,1316.560093,636.4645785,123.0212268,1100.870815,262.5581914
04/11/2018 17:00,174.6326828,920.7798084,1781.236464,2172.813562,489.2240703,1762.740626,2063.241488,1582.119622,507.253703,160.6821259,1029.464001,254.5893198
04/11/2018 18:00,64.71516748,879.4219253,1315.811088,1565.754657,373.1608423,1246.395018,1717.525475,1425.684292,362.1081349,70.60245929,1087.694019,286.7501774
04/11/2018 19:00,35.28826725,835.7767167,2223.514136,1803.164218,437.9300577,1236.350504,1446.944209,1907.541478,378.3285352,211.4382997,1278.173243,208.3927238
04/11/2018 20:00,390.5756059,848.5334214,1978.838313,1885.189506,450.6141557,1062.400301,1355.981011,2225.374631,431.1542751,129.566512,1091.274371,213.6456289
04/11/2018 21:00,469.1392124,679.4362846,1720.491706,1704.885582,391.2690196,1314.113596,1556.070783,1929.488008,357.699036,91.0119932,1663.15601,208.1687275
04/11/2018 22:00,629.5812695,803.217468,1594.290711,2152.876186,493.520337,1399.0099,2125.861473,1815.340902,425.1072967,69.7997618,833.9076096,255.8300492
04/11/2018 23:00,461.2746432,905.1991788,1521.345373,2197.94463,418.8465516,1160.831745,1439.006952,1871.140827,392.759848,60.44111798,1004.069154,235.4949167
05/11/2018 00:00,486.7553,690.6516812,1480.840586,1701.364803,489.011826,1064.249589,1199.42132,2351.027888,444.8467869,91.05972978,966.2730177,136.8629988
05/11/2018 01:00,516.0051097,625.6364948,1606.275204,1373.688904,462.6352801,1176.02672,1478.162428,2534.562004,418.9906393,90.70989415,947.0052259,204.7706518
05/11/2018 02:00,638.5974235,845.1637663,1890.935209,1813.55342,476.7035615,1493.882446,1448.981863,1871.304518,420.6210965,227.476886,642.2383348,207.2161056
05/11/2018 03:00,464.3023068,970.3226761,1580.389525,2269.342513,411.997948,2050.184264,1560.729061,1374.395624,642.0386336,179.4553745,591.4870301,221.3168453
05/11/2018 04:00,559.543136,833.8903736,1368.851655,2304.564104,411.920372,1788.606975,2239.173592,1577.925848,415.2913293,125.4172294,536.9280966,127.450706
05/11/2018 05:00,646.4294703,845.3846156,1490.430728,2047.729923,477.3988422,1668.124638,2316.416146,1289.17287,672.9519425,112.870954,1145.548981,198.3823144
05/11/2018 06:00,569.6774728,852.6906821,2077.328088,1981.083833,438.4765576,1990.768087,2277.068538,1767.066466,434.5582751,208.4632587,1073.997539,174.2788971
05/11/2018 07:00,608.1465436,817.2033064,1600.033885,2161.443196,397.885597,1321.716767,1691.551532,1770.502146,391.5567932,121.2416781,1058.99022,166.3228856
05/11/2018 08:00,689.6208296,879.3386714,1735.088761,2488.857365,528.570037,1505.312515,1701.492536,1268.35523,296.0769805,110.5572682,1226.524766,174.2052221
05/11/2018 09:00,708.7956681,737.5375165,1635.497837,1868.390435,621.1483041,1513.936805,1505.344754,1365.249766,288.2557057,174.4609784,1036.282348,159.3110462
05/11/2018 10:00,411.2445655,1209.575053,1484.785643,2723.472221,619.6971639,1937.922291,1919.191993,1235.238979,388.5877076,154.351197,1153.705532,182.4073312
05/11/2018 11:00,342.1502016,744.4069372,1554.968921,2392.364241,536.575714,2144.751436,1950.051177,1074.167569,216.2261797,165.6622354,1220.021053,232.473305
05/11/2018 12:00,356.5586619,829.6112844,1350.350171,2242.436269,644.0852831,1848.665239,1741.510814,1080.285634,227.2373251,105.7635199,1194.383437,247.6604837
05/11/2018 13:00,265.5825698,906.496453,2240.8177,1967.247943,474.4570173,2472.637102,2236.017125,973.7334296,226.3220396,159.8147709,1262.153669,244.5293155
05/11/2018 14:00,196.1757193,517.6620117,1626.888145,1431.056867,400.6295098,2224.294608,1856.416846,1002.027469,188.4801934,146.8165803,1547.620717,241.0109907
05/11/2018 15:00,282.1899097,683.4221704,1901.184994,1646.538609,400.1131472,2436.789194,1977.069045,884.3229308,355.1015721,337.0145259,1524.338169,347.0924066
05/11/2018 16:00,205.5848026,551.1323917,2842.909467,2223.704678,542.8437412,2334.118106,1804.132803,1018.670755,301.8944343,293.8769429,1374.007826,173.1027835
05/11/2018 17:00,175.1210087,882.6133082,2317.187932,2147.638171,544.1477742,2239.594546,1971.452176,1585.396099,237.2209068,312.570413,1185.936324,230.0509523
05/11/2018 18:00,257.721357,1056.51318,1601.823495,2943.18921,667.9898426,2030.303207,1798.611862,1475.156866,319.785989,236.0448222,1020.19389,195.144837
05/11/2018 19:00,251.7142804,1250.641391,1744.750833,3270.536522,556.6028452,1991.534845,2104.903303,1205.785342,790.9492996,227.4502401,846.4113213,217.699741
05/11/2018 20:00,333.4957586,1703.056206,2350.641934,3216.194581,605.1267509,1815.86559,2359.504613,1115.960492,678.9689095,188.8675894,846.4371446,173.2858748
05/11/2018 21:00,874.2478067,1130.732883,3205.733892,2931.358281,520.8603631,2312.346258,2521.388502,1520.001794,547.415082,130.9946301,770.3167467,239.3857262
05/11/2018 22:00,401.2981593,1091.597732,2240.575922,2830.542157,617.6092337,2164.589043,2208.56264,1474.349326,510.0470479,76.45157947,711.4702168,196.3580925
05/11/2018 23:00,333.3206491,1544.635218,2444.026269,2311.204031,548.6285208,2251.188539,2310.279287,1559.393221,310.307954,279.4426894,599.0127056,219.3105589
06/11/2018 00:00,336.584349,1447.8198,2476.971541,1998.671229,539.2137264,2207.680877,2414.959128,1313.729538,270.6859087,164.0113951,579.2238144,162.8253362
06/11/2018 01:00,259.4841812,1434.07981,2327.791059,2314.20927,620.7765693,2281.87259,2376.197019,1021.57231,168.0367003,100.8887773,750.1343905,194.7315169
06/11/2018 02:00,227.7832694,1238.726985,1390.564289,1955.46075,866.6203849,1958.051449,2055.241884,1162.869524,151.5957034,87.74079347,1425.772194,236.2573425
06/11/2018 03:00,165.495959,1487.91814,1343.949616,2275.637354,562.7174258,1773.443175,1866.870819,1170.113208,143.9107729,87.58811189,1156.016025,225.166633
06/11/2018 04:00,153.1877159,1697.629009,1623.772692,2461.208297,453.7559939,1946.115399,1951.566977,885.2054254,127.1104398,99.86154357,995.3742801,227.4736065
06/11/2018 05:00,125.8118507,976.3549023,1522.581287,1613.604468,558.2325233,1765.395279,1831.445673,1137.62478,130.7663299,248.5095083,1802.938115,257.8575576
06/11/2018 06:00,178.2541474,747.9996988,1247.760404,1177.276427,576.735474,1925.646441,1932.892424,1074.858358,124.6903729,168.8415823,1179.180521,224.9872995
06/11/2018 07:00,1686.687301,1458.903375,1019.756295,949.7065531,372.1729366,1432.316932,1566.434651,887.4577914,80.84153996,153.267597,1279.388712,307.6970363
06/11/2018 08:00,147.5907552,1037.739241,1580.860618,1647.259331,462.3311278,1786.446895,1826.46451,1024.473217,131.1957635,228.9853472,1669.349074,266.2601873
06/11/2018 09:00,91.30494319,778.0209379,1432.58468,1754.787012,585.6342225,1680.494594,1738.344361,1290.97982,167.08483,231.1444211,1524.176894,230.7527475
06/11/2018 10:00,177.0583319,789.2194535,2387.646531,2579.957949,509.1231522,1756.699831,1750.575627,888.1369616,203.3930455,236.3318392,1751.062974,186.8862814
06/11/2018 11:00,206.5793949,1048.60499,2824.952412,3575.158101,518.0898954,1971.331352,2003.917325,780.1876662,632.3117754,150.1018736,1527.045055,243.8702787
06/11/2018 12:00,260.9467044,851.4306049,2694.573525,3175.99982,545.1312423,1967.765985,2148.726031,981.054475,734.6957178,153.4502076,1129.139588,253.1586739
06/11/2018 13:00,290.7121414,726.9447776,2573.038018,2880.642293,489.1634661,2569.277268,2809.828014,1092.904369,801.4895873,233.470466,1683.463332,187.7592402
06/11/2018 14:00,206.5838981,522.5481913,1896.545243,2307.95021,544.842695,2391.507459,2591.756647,905.7830758,453.1766708,168.7782415,1784.034437,219.4945918
06/11/2018 15:00,196.7724192,621.6247626,2541.577563,2706.459539,632.3739049,2177.802234,2302.774793,1252.292339,522.0785522,92.61915785,1878.468763,363.1422876
06/11/2018 16:00,177.4721198,673.4808828,1779.044712,3212.348395,759.8663932,2171.061554,2263.684114,1445.037114,549.6678653,102.9935039,1432.983144,289.7944379
06/11/2018 17:00,217.2282093,732.5799348,1394.89117,3512.826184,804.8013275,2337.75123,2542.366863,1377.694946,571.7130608,101.8653895,1252.757553,184.9050561
06/11/2018 18:00,155.0520057,553.25653,1602.653047,3071.103747,792.8932111,2319.127333,2547.337358,1354.400897,579.9155879,100.4175015,1251.593959,248.4149627
06/11/2018 19:00,234.7703864,568.6563111,1419.568363,2693.939752,950.7040004,2116.823627,2388.619906,1506.332474,653.1712094,116.5957546,1227.79326,174.1026327
06/11/2018 20:00,231.7261652,554.651354,1186.632109,2483.567355,700.2840363,2057.680594,2213.530744,1398.593657,426.330756,163.8506149,1313.658671,230.0085347
06/11/2018 21:00,167.562977,294.1926976,1001.717831,2213.287418,723.2247786,1923.512398,2135.126768,1296.674914,434.232352,153.158974,1294.825153,359.3691312
06/11/2018 22:00,194.0818932,292.4170565,1453.491854,1947.040156,936.3206373,1839.681623,1739.373554,1374.454995,556.4812987,211.6108656,1268.440155,329.5602376
06/11/2018 23:00,175.6792685,412.4354561,1033.129714,1735.467809,746.4845156,1730.477165,1689.960358,1258.315762,382.8168395,123.2814642,1495.520387,324.7166333
07/11/2018 00:00,197.3657605,830.4459266,684.9645108,2119.695947,792.6547227,1710.977545,1548.645851,1333.144268,238.8153371,76.36572794,1826.469583,332.4319226
07/11/2018 01:00,280.8603004,461.6778509,1232.991592,1719.720464,801.0253346,1632.797922,1929.463039,1222.744058,160.162034,53.29813071,1215.812006,277.6475052
07/11/2018 02:00,298.2020392,588.9229312,1499.723039,1328.340524,681.3328145,1488.247002,1643.079662,966.0798622,172.589212,69.98038908,1740.00631,271.2842862
07/11/2018 03:00,405.7463886,813.4654044,1042.781644,1333.246172,509.3792029,1736.572599,1618.782259,907.0039679,282.5436922,75.13496848,1605.222513,296.8565214
07/11/2018 04:00,391.628911,611.5976887,1111.144692,1178.142573,584.9642958,1759.222651,1657.700284,1034.956615,206.9690907,53.40048738,1291.212207,381.5377032
07/11/2018 05:00,438.8348429,634.2344553,1179.192201,1288.983003,530.6031399,1537.049836,1526.304303,1153.467981,220.7224512,60.04366116,1049.108222,309.6879676
